packet_index,timestamp,original_length,parse_error,length,msg_type,raw_payload,tags
36416,1700000036.415000,68,,12,4278255360,00008e3faabbccdd,
36417,1700000036.416000,68,,12,4278255360,00008e40aabbccdd,
36418,1700000036.417000,68,,12,4278255360,00008e41aabbccdd,
36419,1700000036.418000,68,,12,4278255360,00008e42aabbccdd,
36420,1700000036.419000,68,,12,4278255360,00008e43aabbccdd,
36421,1700000036.420000,68,,12,4278255360,00008e44aabbccdd,
36422,1700000036.421000,68,,12,4278255360,00008e45aabbccdd,
36423,1700000036.422000,68,,12,4278255360,00008e46aabbccdd,
36424,1700000036.423000,68,,12,4278255360,00008e47aabbccdd,
36425,1700000036.424000,68,,12,4278255360,00008e48aabbccdd,
36426,1700000036.425000,68,,12,4278255360,00008e49aabbccdd,
36427,1700000036.426000,68,,12,4278255360,00008e4aaabbccdd,
36428,1700000036.427000,68,,12,4278255360,00008e4baabbccdd,
36429,1700000036.428000,68,,12,4278255360,00008e4caabbccdd,
36430,1700000036.429000,68,,12,4278255360,00008e4daabbccdd,
36431,1700000036.430000,68,,12,4278255360,00008e4eaabbccdd,
36432,1700000036.431000,68,,12,4278255360,00008e4faabbccdd,
36433,1700000036.432000,68,,12,4278255360,00008e50aabbccdd,
36434,1700000036.433000,68,,12,4278255360,00008e51aabbccdd,
36435,1700000036.434000,68,,12,4278255360,00008e52aabbccdd,
36436,1700000036.435000,68,,12,4278255360,00008e53aabbccdd,
36437,1700000036.436000,68,,12,4278255360,00008e54aabbccdd,
36438,1700000036.437000,68,,12,4278255360,00008e55aabbccdd,
36439,1700000036.438000,68,,12,4278255360,00008e56aabbccdd,
36440,1700000036.439000,68,,12,4278255360,00008e57aabbccdd,
36441,1700000036.440000,68,,12,4278255360,00008e58aabbccdd,
36442,1700000036.441000,68,,12,4278255360,00008e59aabbccdd,
36443,1700000036.442000,68,,12,4278255360,00008e5aaabbccdd,
36444,1700000036.443000,68,,12,4278255360,00008e5baabbccdd,
36445,1700000036.444000,68,,12,4278255360,00008e5caabbccdd,
36446,1700000036.445000,68,,12,4278255360,00008e5daabbccdd,
36447,1700000036.446000,68,,12,4278255360,00008e5eaabbccdd,
36448,1700000036.447000,68,,12,4278255360,00008e5faabbccdd,
36449,1700000036.448000,68,,12,4278255360,00008e60aabbccdd,
36450,1700000036.449000,68,,12,4278255360,00008e61aabbccdd,
36451,1700000036.450000,68,,12,4278255360,00008e62aabbccdd,
36452,1700000036.451000,68,,12,4278255360,00008e63aabbccdd,
36453,1700000036.452000,68,,12,4278255360,00008e64aabbccdd,
36454,1700000036.453000,68,,12,4278255360,00008e65aabbccdd,
36455,1700000036.454000,68,,12,4278255360,00008e66aabbccdd,
36456,1700000036.455000,68,,12,4278255360,00008e67aabbccdd,
36457,1700000036.456000,68,,12,4278255360,00008e68aabbccdd,
36458,1700000036.457000,68,,12,4278255360,00008e69aabbccdd,
36459,1700000036.458000,68,,12,4278255360,00008e6aaabbccdd,
36460,1700000036.459000,68,,12,4278255360,00008e6baabbccdd,
36461,1700000036.460000,68,,12,4278255360,00008e6caabbccdd,
36462,1700000036.461000,68,,12,4278255360,00008e6daabbccdd,
36463,1700000036.462000,68,,12,4278255360,00008e6eaabbccdd,
36464,1700000036.463000,68,,12,4278255360,00008e6faabbccdd,
36465,1700000036.464000,68,,12,4278255360,00008e70aabbccdd,
36466,1700000036.465000,68,,12,4278255360,00008e71aabbccdd,
36467,1700000036.466000,68,,12,4278255360,00008e72aabbccdd,
36468,1700000036.467000,68,,12,4278255360,00008e73aabbccdd,
36469,1700000036.468000,68,,12,4278255360,00008e74aabbccdd,
36470,1700000036.469000,68,,12,4278255360,00008e75aabbccdd,
36471,1700000036.470000,68,,12,4278255360,00008e76aabbccdd,
36472,1700000036.471000,68,,12,4278255360,00008e77aabbccdd,
36473,1700000036.472000,68,,12,4278255360,00008e78aabbccdd,
36474,1700000036.473000,68,,12,4278255360,00008e79aabbccdd,
36475,1700000036.474000,68,,12,4278255360,00008e7aaabbccdd,
36476,1700000036.475000,68,,12,4278255360,00008e7baabbccdd,
36477,1700000036.476000,68,,12,4278255360,00008e7caabbccdd,
36478,1700000036.477000,68,,12,4278255360,00008e7daabbccdd,
36479,1700000036.478000,68,,12,4278255360,00008e7eaabbccdd,
36480,1700000036.479000,68,,12,4278255360,00008e7faabbccdd,
36481,1700000036.480000,68,,12,4278255360,00008e80aabbccdd,
36482,1700000036.481000,68,,12,4278255360,00008e81aabbccdd,
36483,1700000036.482000,68,,12,4278255360,00008e82aabbccdd,
36484,1700000036.483000,68,,12,4278255360,00008e83aabbccdd,
36485,1700000036.484000,68,,12,4278255360,00008e84aabbccdd,
36486,1700000036.485000,68,,12,4278255360,00008e85aabbccdd,
36487,1700000036.486000,68,,12,4278255360,00008e86aabbccdd,
36488,1700000036.487000,68,,12,4278255360,00008e87aabbccdd,
36489,1700000036.488000,68,,12,4278255360,00008e88aabbccdd,
36490,1700000036.489000,68,,12,4278255360,00008e89aabbccdd,
36491,1700000036.490000,68,,12,4278255360,00008e8aaabbccdd,
36492,1700000036.491000,68,,12,4278255360,00008e8baabbccdd,
36493,1700000036.492000,68,,12,4278255360,00008e8caabbccdd,
36494,1700000036.493000,68,,12,4278255360,00008e8daabbccdd,
36495,1700000036.494000,68,,12,4278255360,00008e8eaabbccdd,
36496,1700000036.495000,68,,12,4278255360,00008e8faabbccdd,
36497,1700000036.496000,68,,12,4278255360,00008e90aabbccdd,
36498,1700000036.497000,68,,12,4278255360,00008e91aabbccdd,
36499,1700000036.498000,68,,12,4278255360,00008e92aabbccdd,
36500,1700000036.499000,68,,12,4278255360,00008e93aabbccdd,
36501,1700000036.500000,68,,12,4278255360,00008e94aabbccdd,
36502,1700000036.501000,68,,12,4278255360,00008e95aabbccdd,
36503,1700000036.502000,68,,12,4278255360,00008e96aabbccdd,
36504,1700000036.503000,68,,12,4278255360,00008e97aabbccdd,
36505,1700000036.504000,68,,12,4278255360,00008e98aabbccdd,
36506,1700000036.505000,68,,12,4278255360,00008e99aabbccdd,
36507,1700000036.506000,68,,12,4278255360,00008e9aaabbccdd,
36508,1700000036.507000,68,,12,4278255360,00008e9baabbccdd,
36509,1700000036.508000,68,,12,4278255360,00008e9caabbccdd,
36510,1700000036.509000,68,,12,4278255360,00008e9daabbccdd,
36511,1700000036.510000,68,,12,4278255360,00008e9eaabbccdd,
36512,1700000036.511000,68,,12,4278255360,00008e9faabbccdd,
36513,1700000036.512000,68,,12,4278255360,00008ea0aabbccdd,
36514,1700000036.513000,68,,12,4278255360,00008ea1aabbccdd,
36515,1700000036.514000,68,,12,4278255360,00008ea2aabbccdd,
36516,1700000036.515000,68,,12,4278255360,00008ea3aabbccdd,
36517,1700000036.516000,68,,12,4278255360,00008ea4aabbccdd,
36518,1700000036.517000,68,,12,4278255360,00008ea5aabbccdd,
36519,1700000036.518000,68,,12,4278255360,00008ea6aabbccdd,
36520,1700000036.519000,68,,12,4278255360,00008ea7aabbccdd,
36521,1700000036.520000,68,,12,4278255360,00008ea8aabbccdd,
36522,1700000036.521000,68,,12,4278255360,00008ea9aabbccdd,
36523,1700000036.522000,68,,12,4278255360,00008eaaaabbccdd,
36524,1700000036.523000,68,,12,4278255360,00008eabaabbccdd,
36525,1700000036.524000,68,,12,4278255360,00008eacaabbccdd,
36526,1700000036.525000,68,,12,4278255360,00008eadaabbccdd,
36527,1700000036.526000,68,,12,4278255360,00008eaeaabbccdd,
36528,1700000036.527000,68,,12,4278255360,00008eafaabbccdd,
36529,1700000036.528000,68,,12,4278255360,00008eb0aabbccdd,
36530,1700000036.529000,68,,12,4278255360,00008eb1aabbccdd,
36531,1700000036.530000,68,,12,4278255360,00008eb2aabbccdd,
36532,1700000036.531000,68,,12,4278255360,00008eb3aabbccdd,
36533,1700000036.532000,68,,12,4278255360,00008eb4aabbccdd,
36534,1700000036.533000,68,,12,4278255360,00008eb5aabbccdd,
36535,1700000036.534000,68,,12,4278255360,00008eb6aabbccdd,
36536,1700000036.535000,68,,12,4278255360,00008eb7aabbccdd,
36537,1700000036.536000,68,,12,4278255360,00008eb8aabbccdd,
36538,1700000036.537000,68,,12,4278255360,00008eb9aabbccdd,
36539,1700000036.538000,68,,12,4278255360,00008ebaaabbccdd,
36540,1700000036.539000,68,,12,4278255360,00008ebbaabbccdd,
36541,1700000036.540000,68,,12,4278255360,00008ebcaabbccdd,
36542,1700000036.541000,68,,12,4278255360,00008ebdaabbccdd,
36543,1700000036.542000,68,,12,4278255360,00008ebeaabbccdd,
36544,1700000036.543000,68,,12,4278255360,00008ebfaabbccdd,
36545,1700000036.544000,68,,12,4278255360,00008ec0aabbccdd,
36546,1700000036.545000,68,,12,4278255360,00008ec1aabbccdd,
36547,1700000036.546000,68,,12,4278255360,00008ec2aabbccdd,
36548,1700000036.547000,68,,12,4278255360,00008ec3aabbccdd,
36549,1700000036.548000,68,,12,4278255360,00008ec4aabbccdd,
36550,1700000036.549000,68,,12,4278255360,00008ec5aabbccdd,
36551,1700000036.550000,68,,12,4278255360,00008ec6aabbccdd,
36552,1700000036.551000,68,,12,4278255360,00008ec7aabbccdd,
36553,1700000036.552000,68,,12,4278255360,00008ec8aabbccdd,
36554,1700000036.553000,68,,12,4278255360,00008ec9aabbccdd,
36555,1700000036.554000,68,,12,4278255360,00008ecaaabbccdd,
36556,1700000036.555000,68,,12,4278255360,00008ecbaabbccdd,
36557,1700000036.556000,68,,12,4278255360,00008eccaabbccdd,
36558,1700000036.557000,68,,12,4278255360,00008ecdaabbccdd,
36559,1700000036.558000,68,,12,4278255360,00008eceaabbccdd,
36560,1700000036.559000,68,,12,4278255360,00008ecfaabbccdd,
36561,1700000036.560000,68,,12,4278255360,00008ed0aabbccdd,
36562,1700000036.561000,68,,12,4278255360,00008ed1aabbccdd,
36563,1700000036.562000,68,,12,4278255360,00008ed2aabbccdd,
36564,1700000036.563000,68,,12,4278255360,00008ed3aabbccdd,
36565,1700000036.564000,68,,12,4278255360,00008ed4aabbccdd,
36566,1700000036.565000,68,,12,4278255360,00008ed5aabbccdd,
36567,1700000036.566000,68,,12,4278255360,00008ed6aabbccdd,
36568,1700000036.567000,68,,12,4278255360,00008ed7aabbccdd,
36569,1700000036.568000,68,,12,4278255360,00008ed8aabbccdd,
36570,1700000036.569000,68,,12,4278255360,00008ed9aabbccdd,
36571,1700000036.570000,68,,12,4278255360,00008edaaabbccdd,
36572,1700000036.571000,68,,12,4278255360,00008edbaabbccdd,
36573,1700000036.572000,68,,12,4278255360,00008edcaabbccdd,
36574,1700000036.573000,68,,12,4278255360,00008eddaabbccdd,
36575,1700000036.574000,68,,12,4278255360,00008edeaabbccdd,
36576,1700000036.575000,68,,12,4278255360,00008edfaabbccdd,
36577,1700000036.576000,68,,12,4278255360,00008ee0aabbccdd,
36578,1700000036.577000,68,,12,4278255360,00008ee1aabbccdd,
36579,1700000036.578000,68,,12,4278255360,00008ee2aabbccdd,
36580,1700000036.579000,68,,12,4278255360,00008ee3aabbccdd,
36581,1700000036.580000,68,,12,4278255360,00008ee4aabbccdd,
36582,1700000036.581000,68,,12,4278255360,00008ee5aabbccdd,
36583,1700000036.582000,68,,12,4278255360,00008ee6aabbccdd,
36584,1700000036.583000,68,,12,4278255360,00008ee7aabbccdd,
36585,1700000036.584000,68,,12,4278255360,00008ee8aabbccdd,
36586,1700000036.585000,68,,12,4278255360,00008ee9aabbccdd,
36587,1700000036.586000,68,,12,4278255360,00008eeaaabbccdd,
36588,1700000036.587000,68,,12,4278255360,00008eebaabbccdd,
36589,1700000036.588000,68,,12,4278255360,00008eecaabbccdd,
36590,1700000036.589000,68,,12,4278255360,00008eedaabbccdd,
36591,1700000036.590000,68,,12,4278255360,00008eeeaabbccdd,
36592,1700000036.591000,68,,12,4278255360,00008eefaabbccdd,
36593,1700000036.592000,68,,12,4278255360,00008ef0aabbccdd,
36594,1700000036.593000,68,,12,4278255360,00008ef1aabbccdd,
36595,1700000036.594000,68,,12,4278255360,00008ef2aabbccdd,
36596,1700000036.595000,68,,12,4278255360,00008ef3aabbccdd,
36597,1700000036.596000,68,,12,4278255360,00008ef4aabbccdd,
36598,1700000036.597000,68,,12,4278255360,00008ef5aabbccdd,
36599,1700000036.598000,68,,12,4278255360,00008ef6aabbccdd,
36600,1700000036.599000,68,,12,4278255360,00008ef7aabbccdd,
36601,1700000036.600000,68,,12,4278255360,00008ef8aabbccdd,
36602,1700000036.601000,68,,12,4278255360,00008ef9aabbccdd,
36603,1700000036.602000,68,,12,4278255360,00008efaaabbccdd,
36604,1700000036.603000,68,,12,4278255360,00008efbaabbccdd,
36605,1700000036.604000,68,,12,4278255360,00008efcaabbccdd,
36606,1700000036.605000,68,,12,4278255360,00008efdaabbccdd,
36607,1700000036.606000,68,,12,4278255360,00008efeaabbccdd,
36608,1700000036.607000,68,,12,4278255360,00008effaabbccdd,
36609,1700000036.608000,68,,12,4278255360,00008f00aabbccdd,
36610,1700000036.609000,68,,12,4278255360,00008f01aabbccdd,
36611,1700000036.610000,68,,12,4278255360,00008f02aabbccdd,
36612,1700000036.611000,68,,12,4278255360,00008f03aabbccdd,
36613,1700000036.612000,68,,12,4278255360,00008f04aabbccdd,
36614,1700000036.613000,68,,12,4278255360,00008f05aabbccdd,
36615,1700000036.614000,68,,12,4278255360,00008f06aabbccdd,
36616,1700000036.615000,68,,12,4278255360,00008f07aabbccdd,
36617,1700000036.616000,68,,12,4278255360,00008f08aabbccdd,
36618,1700000036.617000,68,,12,4278255360,00008f09aabbccdd,
36619,1700000036.618000,68,,12,4278255360,00008f0aaabbccdd,
36620,1700000036.619000,68,,12,4278255360,00008f0baabbccdd,
36621,1700000036.620000,68,,12,4278255360,00008f0caabbccdd,
36622,1700000036.621000,68,,12,4278255360,00008f0daabbccdd,
36623,1700000036.622000,68,,12,4278255360,00008f0eaabbccdd,
36624,1700000036.623000,68,,12,4278255360,00008f0faabbccdd,
36625,1700000036.624000,68,,12,4278255360,00008f10aabbccdd,
36626,1700000036.625000,68,,12,4278255360,00008f11aabbccdd,
36627,1700000036.626000,68,,12,4278255360,00008f12aabbccdd,
36628,1700000036.627000,68,,12,4278255360,00008f13aabbccdd,
36629,1700000036.628000,68,,12,4278255360,00008f14aabbccdd,
36630,1700000036.629000,68,,12,4278255360,00008f15aabbccdd,
36631,1700000036.630000,68,,12,4278255360,00008f16aabbccdd,
36632,1700000036.631000,68,,12,4278255360,00008f17aabbccdd,
36633,1700000036.632000,68,,12,4278255360,00008f18aabbccdd,
36634,1700000036.633000,68,,12,4278255360,00008f19aabbccdd,
36635,1700000036.634000,68,,12,4278255360,00008f1aaabbccdd,
36636,1700000036.635000,68,,12,4278255360,00008f1baabbccdd,
36637,1700000036.636000,68,,12,4278255360,00008f1caabbccdd,
36638,1700000036.637000,68,,12,4278255360,00008f1daabbccdd,
36639,1700000036.638000,68,,12,4278255360,00008f1eaabbccdd,
36640,1700000036.639000,68,,12,4278255360,00008f1faabbccdd,
36641,1700000036.640000,68,,12,4278255360,00008f20aabbccdd,
36642,1700000036.641000,68,,12,4278255360,00008f21aabbccdd,
36643,1700000036.642000,68,,12,4278255360,00008f22aabbccdd,
36644,1700000036.643000,68,,12,4278255360,00008f23aabbccdd,
36645,1700000036.644000,68,,12,4278255360,00008f24aabbccdd,
36646,1700000036.645000,68,,12,4278255360,00008f25aabbccdd,
36647,1700000036.646000,68,,12,4278255360,00008f26aabbccdd,
36648,1700000036.647000,68,,12,4278255360,00008f27aabbccdd,
36649,1700000036.648000,68,,12,4278255360,00008f28aabbccdd,
36650,1700000036.649000,68,,12,4278255360,00008f29aabbccdd,
36651,1700000036.650000,68,,12,4278255360,00008f2aaabbccdd,
36652,1700000036.651000,68,,12,4278255360,00008f2baabbccdd,
36653,1700000036.652000,68,,12,4278255360,00008f2caabbccdd,
36654,1700000036.653000,68,,12,4278255360,00008f2daabbccdd,
36655,1700000036.654000,68,,12,4278255360,00008f2eaabbccdd,
36656,1700000036.655000,68,,12,4278255360,00008f2faabbccdd,
36657,1700000036.656000,68,,12,4278255360,00008f30aabbccdd,
36658,1700000036.657000,68,,12,4278255360,00008f31aabbccdd,
36659,1700000036.658000,68,,12,4278255360,00008f32aabbccdd,
36660,1700000036.659000,68,,12,4278255360,00008f33aabbccdd,
36661,1700000036.660000,68,,12,4278255360,00008f34aabbccdd,
36662,1700000036.661000,68,,12,4278255360,00008f35aabbccdd,
36663,1700000036.662000,68,,12,4278255360,00008f36aabbccdd,
36664,1700000036.663000,68,,12,4278255360,00008f37aabbccdd,
36665,1700000036.664000,68,,12,4278255360,00008f38aabbccdd,
36666,1700000036.665000,68,,12,4278255360,00008f39aabbccdd,
36667,1700000036.666000,68,,12,4278255360,00008f3aaabbccdd,
36668,1700000036.667000,68,,12,4278255360,00008f3baabbccdd,
36669,1700000036.668000,68,,12,4278255360,00008f3caabbccdd,
36670,1700000036.669000,68,,12,4278255360,00008f3daabbccdd,
36671,1700000036.670000,68,,12,4278255360,00008f3eaabbccdd,
36672,1700000036.671000,68,,12,4278255360,00008f3faabbccdd,
36673,1700000036.672000,68,,12,4278255360,00008f40aabbccdd,
36674,1700000036.673000,68,,12,4278255360,00008f41aabbccdd,
36675,1700000036.674000,68,,12,4278255360,00008f42aabbccdd,
36676,1700000036.675000,68,,12,4278255360,00008f43aabbccdd,
36677,1700000036.676000,68,,12,4278255360,00008f44aabbccdd,
36678,1700000036.677000,68,,12,4278255360,00008f45aabbccdd,
36679,1700000036.678000,68,,12,4278255360,00008f46aabbccdd,
36680,1700000036.679000,68,,12,4278255360,00008f47aabbccdd,
36681,1700000036.680000,68,,12,4278255360,00008f48aabbccdd,
36682,1700000036.681000,68,,12,4278255360,00008f49aabbccdd,
36683,1700000036.682000,68,,12,4278255360,00008f4aaabbccdd,
36684,1700000036.683000,68,,12,4278255360,00008f4baabbccdd,
36685,1700000036.684000,68,,12,4278255360,00008f4caabbccdd,
36686,1700000036.685000,68,,12,4278255360,00008f4daabbccdd,
36687,1700000036.686000,68,,12,4278255360,00008f4eaabbccdd,
36688,1700000036.687000,68,,12,4278255360,00008f4faabbccdd,
36689,1700000036.688000,68,,12,4278255360,00008f50aabbccdd,
36690,1700000036.689000,68,,12,4278255360,00008f51aabbccdd,
36691,1700000036.690000,68,,12,4278255360,00008f52aabbccdd,
36692,1700000036.691000,68,,12,4278255360,00008f53aabbccdd,
36693,1700000036.692000,68,,12,4278255360,00008f54aabbccdd,
36694,1700000036.693000,68,,12,4278255360,00008f55aabbccdd,
36695,1700000036.694000,68,,12,4278255360,00008f56aabbccdd,
36696,1700000036.695000,68,,12,4278255360,00008f57aabbccdd,
36697,1700000036.696000,68,,12,4278255360,00008f58aabbccdd,
36698,1700000036.697000,68,,12,4278255360,00008f59aabbccdd,
36699,1700000036.698000,68,,12,4278255360,00008f5aaabbccdd,
36700,1700000036.699000,68,,12,4278255360,00008f5baabbccdd,
36701,1700000036.700000,68,,12,4278255360,00008f5caabbccdd,
36702,1700000036.701000,68,,12,4278255360,00008f5daabbccdd,
36703,1700000036.702000,68,,12,4278255360,00008f5eaabbccdd,
36704,1700000036.703000,68,,12,4278255360,00008f5faabbccdd,
36705,1700000036.704000,68,,12,4278255360,00008f60aabbccdd,
36706,1700000036.705000,68,,12,4278255360,00008f61aabbccdd,
36707,1700000036.706000,68,,12,4278255360,00008f62aabbccdd,
36708,1700000036.707000,68,,12,4278255360,00008f63aabbccdd,
36709,1700000036.708000,68,,12,4278255360,00008f64aabbccdd,
36710,1700000036.709000,68,,12,4278255360,00008f65aabbccdd,
36711,1700000036.710000,68,,12,4278255360,00008f66aabbccdd,
36712,1700000036.711000,68,,12,4278255360,00008f67aabbccdd,
36713,1700000036.712000,68,,12,4278255360,00008f68aabbccdd,
36714,1700000036.713000,68,,12,4278255360,00008f69aabbccdd,
36715,1700000036.714000,68,,12,4278255360,00008f6aaabbccdd,
36716,1700000036.715000,68,,12,4278255360,00008f6baabbccdd,
36717,1700000036.716000,68,,12,4278255360,00008f6caabbccdd,
36718,1700000036.717000,68,,12,4278255360,00008f6daabbccdd,
36719,1700000036.718000,68,,12,4278255360,00008f6eaabbccdd,
36720,1700000036.719000,68,,12,4278255360,00008f6faabbccdd,
36721,1700000036.720000,68,,12,4278255360,00008f70aabbccdd,
36722,1700000036.721000,68,,12,4278255360,00008f71aabbccdd,
36723,1700000036.722000,68,,12,4278255360,00008f72aabbccdd,
36724,1700000036.723000,68,,12,4278255360,00008f73aabbccdd,
36725,1700000036.724000,68,,12,4278255360,00008f74aabbccdd,
36726,1700000036.725000,68,,12,4278255360,00008f75aabbccdd,
36727,1700000036.726000,68,,12,4278255360,00008f76aabbccdd,
36728,1700000036.727000,68,,12,4278255360,00008f77aabbccdd,
36729,1700000036.728000,68,,12,4278255360,00008f78aabbccdd,
36730,1700000036.729000,68,,12,4278255360,00008f79aabbccdd,
36731,1700000036.730000,68,,12,4278255360,00008f7aaabbccdd,
36732,1700000036.731000,68,,12,4278255360,00008f7baabbccdd,
36733,1700000036.732000,68,,12,4278255360,00008f7caabbccdd,
36734,1700000036.733000,68,,12,4278255360,00008f7daabbccdd,
36735,1700000036.734000,68,,12,4278255360,00008f7eaabbccdd,
36736,1700000036.735000,68,,12,4278255360,00008f7faabbccdd,
36737,1700000036.736000,68,,12,4278255360,00008f80aabbccdd,
36738,1700000036.737000,68,,12,4278255360,00008f81aabbccdd,
36739,1700000036.738000,68,,12,4278255360,00008f82aabbccdd,
36740,1700000036.739000,68,,12,4278255360,00008f83aabbccdd,
36741,1700000036.740000,68,,12,4278255360,00008f84aabbccdd,
36742,1700000036.741000,68,,12,4278255360,00008f85aabbccdd,
36743,1700000036.742000,68,,12,4278255360,00008f86aabbccdd,
36744,1700000036.743000,68,,12,4278255360,00008f87aabbccdd,
36745,1700000036.744000,68,,12,4278255360,00008f88aabbccdd,
36746,1700000036.745000,68,,12,4278255360,00008f89aabbccdd,
36747,1700000036.746000,68,,12,4278255360,00008f8aaabbccdd,
36748,1700000036.747000,68,,12,4278255360,00008f8baabbccdd,
36749,1700000036.748000,68,,12,4278255360,00008f8caabbccdd,
36750,1700000036.749000,68,,12,4278255360,00008f8daabbccdd,
36751,1700000036.750000,68,,12,4278255360,00008f8eaabbccdd,
36752,1700000036.751000,68,,12,4278255360,00008f8faabbccdd,
36753,1700000036.752000,68,,12,4278255360,00008f90aabbccdd,
36754,1700000036.753000,68,,12,4278255360,00008f91aabbccdd,
36755,1700000036.754000,68,,12,4278255360,00008f92aabbccdd,
36756,1700000036.755000,68,,12,4278255360,00008f93aabbccdd,
36757,1700000036.756000,68,,12,4278255360,00008f94aabbccdd,
36758,1700000036.757000,68,,12,4278255360,00008f95aabbccdd,
36759,1700000036.758000,68,,12,4278255360,00008f96aabbccdd,
36760,1700000036.759000,68,,12,4278255360,00008f97aabbccdd,
36761,1700000036.760000,68,,12,4278255360,00008f98aabbccdd,
36762,1700000036.761000,68,,12,4278255360,00008f99aabbccdd,
36763,1700000036.762000,68,,12,4278255360,00008f9aaabbccdd,
36764,1700000036.763000,68,,12,4278255360,00008f9baabbccdd,
36765,1700000036.764000,68,,12,4278255360,00008f9caabbccdd,
36766,1700000036.765000,68,,12,4278255360,00008f9daabbccdd,
36767,1700000036.766000,68,,12,4278255360,00008f9eaabbccdd,
36768,1700000036.767000,68,,12,4278255360,00008f9faabbccdd,
36769,1700000036.768000,68,,12,4278255360,00008fa0aabbccdd,
36770,1700000036.769000,68,,12,4278255360,00008fa1aabbccdd,
36771,1700000036.770000,68,,12,4278255360,00008fa2aabbccdd,
36772,1700000036.771000,68,,12,4278255360,00008fa3aabbccdd,
36773,1700000036.772000,68,,12,4278255360,00008fa4aabbccdd,
36774,1700000036.773000,68,,12,4278255360,00008fa5aabbccdd,
36775,1700000036.774000,68,,12,4278255360,00008fa6aabbccdd,
36776,1700000036.775000,68,,12,4278255360,00008fa7aabbccdd,
36777,1700000036.776000,68,,12,4278255360,00008fa8aabbccdd,
36778,1700000036.777000,68,,12,4278255360,00008fa9aabbccdd,
36779,1700000036.778000,68,,12,4278255360,00008faaaabbccdd,
36780,1700000036.779000,68,,12,4278255360,00008fabaabbccdd,
36781,1700000036.780000,68,,12,4278255360,00008facaabbccdd,
36782,1700000036.781000,68,,12,4278255360,00008fadaabbccdd,
36783,1700000036.782000,68,,12,4278255360,00008faeaabbccdd,
36784,1700000036.783000,68,,12,4278255360,00008fafaabbccdd,
36785,1700000036.784000,68,,12,4278255360,00008fb0aabbccdd,
36786,1700000036.785000,68,,12,4278255360,00008fb1aabbccdd,
36787,1700000036.786000,68,,12,4278255360,00008fb2aabbccdd,
36788,1700000036.787000,68,,12,4278255360,00008fb3aabbccdd,
36789,1700000036.788000,68,,12,4278255360,00008fb4aabbccdd,
36790,1700000036.789000,68,,12,4278255360,00008fb5aabbccdd,
36791,1700000036.790000,68,,12,4278255360,00008fb6aabbccdd,
36792,1700000036.791000,68,,12,4278255360,00008fb7aabbccdd,
36793,1700000036.792000,68,,12,4278255360,00008fb8aabbccdd,
36794,1700000036.793000,68,,12,4278255360,00008fb9aabbccdd,
36795,1700000036.794000,68,,12,4278255360,00008fbaaabbccdd,
36796,1700000036.795000,68,,12,4278255360,00008fbbaabbccdd,
36797,1700000036.796000,68,,12,4278255360,00008fbcaabbccdd,
36798,1700000036.797000,68,,12,4278255360,00008fbdaabbccdd,
36799,1700000036.798000,68,,12,4278255360,00008fbeaabbccdd,
36800,1700000036.799000,68,,12,4278255360,00008fbfaabbccdd,
36801,1700000036.800000,68,,12,4278255360,00008fc0aabbccdd,
36802,1700000036.801000,68,,12,4278255360,00008fc1aabbccdd,
36803,1700000036.802000,68,,12,4278255360,00008fc2aabbccdd,
36804,1700000036.803000,68,,12,4278255360,00008fc3aabbccdd,
36805,1700000036.804000,68,,12,4278255360,00008fc4aabbccdd,
36806,1700000036.805000,68,,12,4278255360,00008fc5aabbccdd,
36807,1700000036.806000,68,,12,4278255360,00008fc6aabbccdd,
36808,1700000036.807000,68,,12,4278255360,00008fc7aabbccdd,
36809,1700000036.808000,68,,12,4278255360,00008fc8aabbccdd,
36810,1700000036.809000,68,,12,4278255360,00008fc9aabbccdd,
36811,1700000036.810000,68,,12,4278255360,00008fcaaabbccdd,
36812,1700000036.811000,68,,12,4278255360,00008fcbaabbccdd,
36813,1700000036.812000,68,,12,4278255360,00008fccaabbccdd,
36814,1700000036.813000,68,,12,4278255360,00008fcdaabbccdd,
36815,1700000036.814000,68,,12,4278255360,00008fceaabbccdd,
36816,1700000036.815000,68,,12,4278255360,00008fcfaabbccdd,
36817,1700000036.816000,68,,12,4278255360,00008fd0aabbccdd,
36818,1700000036.817000,68,,12,4278255360,00008fd1aabbccdd,
36819,1700000036.818000,68,,12,4278255360,00008fd2aabbccdd,
36820,1700000036.819000,68,,12,4278255360,00008fd3aabbccdd,
36821,1700000036.820000,68,,12,4278255360,00008fd4aabbccdd,
36822,1700000036.821000,68,,12,4278255360,00008fd5aabbccdd,
36823,1700000036.822000,68,,12,4278255360,00008fd6aabbccdd,
36824,1700000036.823000,68,,12,4278255360,00008fd7aabbccdd,
36825,1700000036.824000,68,,12,4278255360,00008fd8aabbccdd,
36826,1700000036.825000,68,,12,4278255360,00008fd9aabbccdd,
36827,1700000036.826000,68,,12,4278255360,00008fdaaabbccdd,
36828,1700000036.827000,68,,12,4278255360,00008fdbaabbccdd,
36829,1700000036.828000,68,,12,4278255360,00008fdcaabbccdd,
36830,1700000036.829000,68,,12,4278255360,00008fddaabbccdd,
36831,1700000036.830000,68,,12,4278255360,00008fdeaabbccdd,
36832,1700000036.831000,68,,12,4278255360,00008fdfaabbccdd,
36833,1700000036.832000,68,,12,4278255360,00008fe0aabbccdd,
